purchase_date,purchase_price,quantity,total_price,payment_method,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postal_code,product_category,employee_department,transaction_id,customer_id,product_id,employee_id
5/23/2018,767.62,827,2659.66,cash,3061 Longview Park,Mozdok,,Russia,363759,Food - Meat,Research and Development,2705,991,66,29
11/3/2005,410.62,998,3275.04,PayPal,073 Esch Park,Três Lagoas,,Brazil,79600-000,Toys,Business Development,2706,693,92,80
2/24/2007,50.16,64,7556.73,PayPal,1034 Gina Park,Kelo,,Chad,,Food - Snacks,Research and Development,2707,380,100,52
12/13/2014,177.23,122,9917.39,PayPal,89480 Loeprich Place,Langkap,,Indonesia,,Office,Legal,2708,44,61,15
6/9/2025,14.85,210,5662.01,cash,12789 Packers Street,Bahaodi,,China,,Food - Prepared Foods,Sales,2709,420,72,70
2/28/2017,157.71,997,1043.86,credit card,27727 Vera Place,Gasan,,Philippines,4905,Food - Vegetarian,Services,2710,526,91,84
7/9/2006,916.02,402,1036.28,credit card,47637 Ruskin Junction,Oka,QC,Canada,J0N,Kitchen,Support,2711,661,72,72
9/26/2015,354.45,625,9643.64,debit card,59955 Mayer Place,Cochrane,,Chile,,Food - Condiments,Sales,2712,947,51,8
7/3/2010,369.62,804,5016.4,cash,02189 Novick Court,Kurume,,Japan,963-8846,Accessories,Accounting,2713,55,8,39
3/28/2025,867.17,302,8607.63,credit card,031 Schurz Park,Všetaty,,Czech Republic,270 21,Clothing,Accounting,2714,21,92,37
3/7/2018,62.02,642,6680.96,debit card,48340 Basil Park,Al Karāmah,,Syria,,Pets,Legal,2715,61,50,35
1/7/2008,588.74,104,316.45,credit card,08070 Graedel Center,Shiqiao,,China,,Food - Soups,Business Development,2716,30,37,49
5/24/2016,702.91,304,4937.13,cash,11 Moulton Park,Seattle,WA,United States,98140,Automotive,Business Development,2717,91,6,46
11/25/2015,82.23,694,4296.98,PayPal,8402 Sommers Plaza,Kaiama,,Nigeria,,Food - Produce,Training,2718,243,10,85
10/4/2010,934.15,313,3420.9,cash,3 Springview Lane,Meneou,,Cyprus,,Health,Sales,2719,296,93,71
11/14/2022,679.83,494,4549.93,credit card,02 Amoth Drive,Youyun,,China,,Food - Sauces,Services,2720,506,69,46
7/17/2004,757.67,763,9414.97,cash,8 Delaware Hill,Brignoles,B8,France,83174 CEDEX,Food - Seasonings,Marketing,2721,924,73,84
4/8/2025,129.0,701,72.96,cash,12 Monument Park,Pensacola,FL,United States,32575,Food - Bakery,Engineering,2722,915,68,9
4/5/2006,353.89,893,1528.08,debit card,97 Esch Pass,Wuyang,,China,,Food - Nuts,Product Management,2723,306,21,71
4/13/2021,219.53,612,370.51,cash,363 Cody Pass,Tlumach,,Ukraine,,Art Supplies,Sales,2724,572,64,76
2/10/2009,731.02,902,3177.44,debit card,0443 Spohn Crossing,Mehtar Lām,,Afghanistan,,Office,Research and Development,2725,286,61,11
2/26/2008,828.38,804,5608.4,credit card,796 Red Cloud Alley,Lindavista,OAX,Mexico,70633,Clothing - Outerwear,Sales,2726,959,46,75
10/10/2016,53.17,638,6401.14,PayPal,37047 Arizona Street,Zhoukou,,China,,Food - Frozen,Human Resources,2727,492,98,6
11/21/2000,58.95,540,6286.34,debit card,21 Westerfield Place,Pavlovskaya,,Russia,353147,Clothing - Tops,Research and Development,2728,767,25,65
5/25/2001,389.93,14,6939.93,credit card,0332 Katie Junction,Miami,FL,United States,33190,Food - Condiments,Product Management,2729,967,56,15
12/2/2023,837.92,106,9374.26,cash,0651 Graedel Parkway,Alis,,Peru,,Food - Canned Goods,Product Management,2730,76,58,1
10/15/2013,998.6,517,1549.86,credit card,52870 Reindahl Hill,Radomir,,Bulgaria,2453,Food - Fresh Produce,Services,2731,209,14,68
8/28/2003,379.14,266,133.92,debit card,231 Artisan Point,Changshu City,,China,,Office,Research and Development,2732,388,92,80
4/23/2016,832.99,539,8761.16,cash,76 Northport Crossing,Naranjo,,Costa Rica,20601,Toys,Services,2733,781,13,43
9/8/2005,480.53,221,9907.17,cash,203 Novick Crossing,Jonava,,Lithuania,55014,Food - Salads,Marketing,2734,596,56,29
1/9/2001,806.56,682,452.72,credit card,53006 Monument Avenue,Yanghu,,China,,Kitchen,Product Management,2735,422,43,21
11/18/2006,74.77,841,8482.95,credit card,08531 Graceland Crossing,Novokuz’minki,,Russia,173509,Clothing - Loungewear,Training,2736,667,95,1
2/3/2023,926.34,432,4895.35,PayPal,2926 Harbort Parkway,Sośno,,Poland,89-412,Food - Baking,Accounting,2737,274,64,72
1/5/2025,395.01,997,3221.53,credit card,03721 Sutteridge Drive,Drien Rampak,,Indonesia,,Food - Frozen Desserts,Support,2738,205,3,46
2/6/2004,769.98,45,4064.43,cash,5 Badeau Center,Jorf,,Morocco,,Safety,Services,2739,543,34,84
3/6/2022,469.9,1,8247.89,PayPal,993 Hagan Parkway,Krajan Karangsari,,Indonesia,,Food - Prepared Foods,Research and Development,2740,964,76,58
2/4/2004,738.98,309,357.32,cash,7105 Kipling Plaza,Taozhuang,,China,,Food - Dairy,Legal,2741,386,54,89
5/27/2002,392.04,439,8913.67,cash,7 Summerview Drive,Cork,,Ireland,T23,Food - Prepared Meals,Business Development,2742,971,91,77
7/1/2009,452.24,552,2559.79,PayPal,7 Corben Junction,Penisihan,,Indonesia,,Home,Services,2743,660,41,12
4/10/2005,536.72,577,92.79,credit card,057 Continental Plaza,Affery,,Ivory Coast,,Electronics,Legal,2744,863,60,82
9/10/2012,444.81,33,8233.25,cash,3387 Lillian Terrace,Binangun,,Indonesia,,Food - Grains,Sales,2745,667,11,29
2/6/2012,560.53,264,9452.34,debit card,93853 Melvin Point,Kilkís,,Greece,,Food - Baking Goods,Engineering,2746,763,96,94
8/1/2000,819.53,425,8132.06,cash,45406 Orin Street,Doro Oo,,Indonesia,,Food - Baking,Engineering,2747,45,7,59
11/7/2024,930.21,178,9090.59,PayPal,1 Warner Drive,Philadelphia,PA,United States,19141,Kitchen,Marketing,2748,41,55,52
7/16/2013,813.22,993,8230.41,debit card,54 Hudson Terrace,Temyasovo,,Russia,453663,Food - Frozen Foods,Human Resources,2749,245,79,67
9/2/2022,206.66,868,3610.07,PayPal,116 Elgar Trail,Obihiro,,Japan,652-0837,Outdoor,Accounting,2750,264,15,23
3/9/2014,42.78,268,2774.96,debit card,5186 Eagle Crest Court,Tonggoh,,Indonesia,,Clothing,Legal,2751,38,71,81
12/21/2001,941.4,152,927.78,PayPal,838 Russell Crossing,Shurugwi,,Zimbabwe,,Kitchen,Legal,2752,639,76,65
11/1/2021,12.71,730,237.53,credit card,531 Bayside Terrace,Madrid,MD,Spain,28015,Outdoor,Marketing,2753,615,71,49
4/12/2021,208.78,925,8047.86,cash,9 Garrison Center,Labuhansumbawa,,Indonesia,,Food - Oils & Vinegars,Support,2754,704,13,39
11/27/2012,92.52,399,5169.37,credit card,3 Forest Circle,Shuangshan,,China,,Food - Meat,Sales,2755,68,80,82
1/20/2000,30.01,566,1664.99,cash,34 Grim Point,Anaheim,CA,United States,92825,Health,Services,2756,840,77,20
8/17/2021,899.92,192,979.05,PayPal,30251 Meadow Ridge Pass,Regulice,,Poland,33-164,Food - Beverages,Services,2757,325,36,31
1/4/2010,995.84,705,5860.93,cash,28888 Buena Vista Court,Ciriri,,Indonesia,,Food - Snacks,Support,2758,458,27,15
10/10/2021,879.85,130,4540.58,PayPal,440 Eagan Circle,Nisporeni,,Moldova,MD-6401,Food - Fruits,Training,2759,581,20,73
6/28/2009,973.6,840,8560.18,credit card,503 Talisman Avenue,Himaya,,Philippines,6103,Food - Canned Goods,Human Resources,2760,956,12,68
4/3/2012,769.31,564,1249.56,cash,88 International Avenue,Garoua,,Cameroon,,Food - Canned Goods,Accounting,2761,586,8,60
12/21/2002,720.72,16,3718.49,credit card,297 Straubel Place,Samdo,,China,,Food - Beverages,Support,2762,158,21,82
1/17/2003,428.06,9,3606.25,debit card,36 Loeprich Avenue,Catache,,Peru,,Food - Confectionery,Human Resources,2763,729,61,66
11/8/2012,382.81,578,9284.45,debit card,7604 Badeau Crossing,Hongshan,,China,,Health,Business Development,2764,690,88,29
8/16/2001,388.05,568,7324.64,debit card,9936 Rockefeller Terrace,Ust’-Uda,,Russia,666395,Outdoor,Services,2765,674,35,21
12/12/2011,251.46,435,2171.36,cash,84088 Buena Vista Court,Perm,,Russia,614097,Toys,Support,2766,707,29,23
11/24/2017,72.29,980,9473.1,cash,8143 Lyons Drive,Zyukayka,,Russia,617110,Fitness,Training,2767,505,66,30
9/22/2012,72.86,22,9551.68,cash,273 Mcbride Parkway,Longxing,,China,,Food - Condiments,Product Management,2768,239,97,98
5/9/2013,722.31,55,2821.47,credit card,4955 Southridge Alley,Kalāt,,Pakistan,88300,Food - Condiments,Business Development,2769,829,21,45
8/24/2007,482.3,680,4969.83,PayPal,57 Mariners Cove Park,Siukh,,Russia,368978,Audio,Marketing,2770,354,87,2
9/21/2001,68.9,197,8930.99,credit card,349 Burrows Alley,Dabaozi,,China,,Health,Legal,2771,136,4,55
11/23/2009,228.22,440,2994.15,debit card,25355 Arkansas Pass,Quiling,,Philippines,2902,Food - Meat Alternatives,Engineering,2772,867,10,44
11/7/2001,988.98,463,8545.79,debit card,7140 Reinke Hill,Molave,,Philippines,7023,Food - Snacks,Support,2773,975,68,76
12/5/2021,980.46,724,5547.76,PayPal,7422 Butterfield Circle,Huangjiabu,,China,,Food - Baking,Human Resources,2774,615,12,4
12/23/2007,795.69,93,7514.65,PayPal,3 Bultman Hill,Paris 08,A8,France,75390 CEDEX 08,Music,Engineering,2775,154,36,17
10/4/2004,12.15,390,3609.09,debit card,7787 Old Gate Drive,Dongtuan,,China,,Food - Desserts,Marketing,2776,975,87,18
5/12/2018,802.37,290,1981.44,credit card,1189 Bashford Center,Kozakai-chō,,Japan,442-0889,Health,Product Management,2777,756,26,98
12/29/2013,205.76,867,8338.5,debit card,56128 Blue Bill Park Alley,Changlin,,China,,Food - Beverages,Research and Development,2778,5,2,16
10/19/2020,825.89,124,8375.01,credit card,84 Derek Road,Anao,,Philippines,2310,Food - Snacks,Marketing,2779,826,78,29
4/6/2003,394.57,591,3460.46,cash,83 Russell Lane,La Paz,,Colombia,685518,Food - Snacks,Legal,2780,768,37,100
10/23/2014,818.07,817,7096.95,PayPal,00399 Donald Point,Qaryūt,,Palestinian Territory,,Home,Human Resources,2781,378,39,60
12/13/2007,243.16,690,2912.9,credit card,28 Ruskin Terrace,Yucheng,,China,,Accessories,Legal,2782,871,58,24
11/13/2014,877.71,902,9878.32,credit card,420 Waxwing Way,Akhtarīn,,Syria,,Food - Condiments,Legal,2783,818,13,95
6/18/2005,156.37,532,7402.52,debit card,747 Morrow Junction,San Jacinto,,Peru,,Food - Dairy,Support,2784,821,1,38
7/31/2023,519.32,838,3700.77,PayPal,85898 Randy Street,Zapala,,Argentina,8340,Electronics,Marketing,2785,552,70,87
4/7/2001,929.85,429,7880.59,debit card,78 Michigan Lane,Kardhiq,,Albania,,Food - Snacks,Legal,2786,794,73,5
6/9/2017,714.05,192,3779.34,credit card,6 Declaration Avenue,Carson City,NV,United States,89714,Food - Produce,Marketing,2787,593,63,9
12/17/2011,917.5,876,6912.44,cash,10 Dottie Center,South Bend,IN,United States,46620,Food - Meat,Services,2788,456,79,25
4/10/2001,377.29,674,8566.01,debit card,5632 Lien Crossing,Kilim,,Philippines,6521,Food - Breakfast,Support,2789,907,38,3
11/7/2017,66.2,637,8285.09,PayPal,61162 Maywood Junction,Qingtong,,China,,Home Appliances,Engineering,2790,795,9,51
10/17/2020,20.79,53,5445.31,credit card,1914 Center Parkway,Galapa,,Colombia,082007,Garden,Accounting,2791,472,97,16
1/5/2002,748.95,352,368.44,PayPal,97 Sachtjen Junction,Líbano,,Colombia,731048,Kitchen,Engineering,2792,202,83,17
11/26/2016,140.84,456,1720.55,debit card,5379 Hoard Way,Toong,,Philippines,1106,Food - Salads,Human Resources,2793,38,98,96
12/29/2008,325.09,914,4910.78,cash,65186 Melrose Road,Bor,,South Sudan,,Food - Frozen,Training,2794,707,72,7
1/6/2006,204.19,301,3183.49,cash,788 Judy Alley,Saint Petersburg,,Russia,190990,Food - Vegetables,Services,2795,822,1,56
10/19/2018,373.71,882,9740.42,PayPal,2696 Fair Oaks Drive,Chengjiao,,China,,Garden,Marketing,2796,995,27,35
3/24/2024,713.55,967,1910.06,debit card,5 Harper Alley,Oxelösund,D,Sweden,613 38,Outdoor,Legal,2797,230,15,47
7/4/2012,308.37,397,8879.98,PayPal,5 Mendota Terrace,Thạnh Mỹ,,Vietnam,,Outdoor,Services,2798,597,20,86
9/24/2023,341.53,789,5717.61,credit card,05618 Mitchell Alley,Takaoka,,Japan,992-0778,Outdoor,Engineering,2799,284,30,94
10/30/2013,976.32,217,8136.56,debit card,11453 Warrior Avenue,Diez de Octubre,,Cuba,,Food - Condiments,Research and Development,2800,125,51,67
6/5/2018,263.42,970,4858.73,debit card,60537 North Street,Palotina,,Brazil,85950-000,Food - Canned Goods,Business Development,2801,224,23,26
4/12/2015,692.89,586,6711.09,debit card,084 Manufacturers Lane,Caloue,,Indonesia,,Food - Condiments,Marketing,2802,993,71,47
8/21/2007,10.54,364,1332.7,cash,44 Coolidge Alley,Uptar,,Russia,685918,Food - Condiments,Services,2803,670,16,65
1/2/2023,255.54,319,2737.95,PayPal,6253 Ronald Regan Place,Carlsbad,CA,United States,92013,Food - Snacks,Legal,2804,676,14,32
7/18/2000,400.32,895,4356.37,debit card,1974 Messerschmidt Park,Kiyawa,,Nigeria,,Home,Marketing,2805,73,37,16
5/11/2004,445.23,621,1062.52,PayPal,1 Killdeer Court,Sasa,,Indonesia,,Food - Snacks,Research and Development,2806,652,19,35
4/12/2008,84.56,147,456.41,credit card,2 Lakewood Hill,Klobuky,,Czech Republic,273 74,Outdoor,Legal,2807,315,31,63
7/3/2004,879.22,671,1075.99,credit card,26482 Forster Park,Guadalupe,OAX,Mexico,71605,Food - Bakery,Product Management,2808,872,44,46
3/27/2009,804.84,850,5054.64,debit card,1782 Ilene Park,Pu’er,,China,,Music,Product Management,2809,49,30,75
5/21/2003,509.31,811,236.81,cash,18830 Fordem Avenue,Mikhaylovka,,Russia,613384,Kitchen,Sales,2810,258,31,37
7/29/2006,770.95,870,4134.58,PayPal,24 Valley Edge Center,Nesterovskaya,,Russia,386250,Food - Frozen Foods,Business Development,2811,952,85,41
12/24/2018,879.76,959,5857.9,credit card,111 Ronald Regan Parkway,Santander,CB,Spain,39005,Clothing,Accounting,2812,507,2,12
5/10/2025,817.82,502,4262.09,credit card,05 Schiller Point,Xiuyu,,China,,Fitness,Training,2813,590,42,35
7/8/2008,132.21,571,1527.94,PayPal,2 Buell Circle,Tufang,,China,,Kitchen,Accounting,2814,966,69,15
11/13/2001,313.45,795,9852.16,debit card,992 Southridge Trail,Mikhaylovka,,Russia,397641,Pets,Accounting,2815,84,88,91
8/23/2005,627.35,707,6327.91,PayPal,56 Everett Avenue,Mistřice,,Czech Republic,687 12,Food - Sauces,Product Management,2816,414,62,59
2/1/2013,188.59,108,5040.65,PayPal,2641 Butternut Trail,Tromsø,19,Norway,9037,Fitness,Legal,2817,221,78,44
9/13/2005,707.59,48,874.27,cash,7948 Hansons Center,Selemadeg Kelod,,Indonesia,,Electronics,Support,2818,174,6,34
12/4/2019,172.42,464,6277.47,credit card,2989 Blaine Pass,Las Tablas,,Panama,,Electronics,Accounting,2819,670,29,73
5/10/2005,571.28,686,9889.01,PayPal,3 Florence Trail,Memphis,TN,United States,38168,Food - Canned Goods,Training,2820,275,62,5
2/5/2002,334.47,859,262.89,PayPal,869 Butterfield Avenue,Palma Gil,,Philippines,3107,Footwear,Training,2821,825,45,77
6/13/2010,752.9,849,908.13,debit card,45206 Arkansas Junction,Umingan,,Philippines,2443,Food - Snacks,Marketing,2822,516,52,14
10/17/2024,675.9,261,1893.59,PayPal,2442 Mcguire Street,Girang,,Indonesia,,Food - Grains,Sales,2823,794,6,17
10/9/2021,329.17,561,8028.51,credit card,83135 Warner Hill,Sambirejo,,Indonesia,,Food - Baking,Accounting,2824,986,22,69
12/21/2009,110.84,976,8219.85,cash,36175 Express Plaza,Cigadog,,Indonesia,,Food - Snacks,Training,2825,666,69,39
11/17/2023,269.51,806,9822.07,cash,09 Declaration Center,Nangerang,,Indonesia,,Food - Deli,Business Development,2826,939,31,86
4/16/2006,502.8,979,8974.99,debit card,78634 Upham Lane,Camaçari,,Brazil,42800-000,Electronics,Human Resources,2827,711,21,80
2/24/2020,808.61,439,9168.79,credit card,60007 Talmadge Hill,Le Raincy,A8,France,93344 CEDEX,Office,Human Resources,2828,820,70,2
6/12/2010,951.68,270,7551.66,PayPal,24 Ramsey Pass,Guanzhou,,China,,Food - Grains,Engineering,2829,721,25,59
4/12/2010,315.01,94,3371.78,credit card,748 Dottie Point,La Esperanza,,Honduras,,Food - Dairy Alternatives,Business Development,2830,918,10,53
1/2/2015,844.59,746,9235.78,PayPal,334 Corry Point,Zushi,,Japan,569-0036,Kitchen,Engineering,2831,746,33,29
3/9/2014,125.94,11,2154.55,credit card,0 Fallview Hill,Vynohradove,,Ukraine,,Food - Canned Goods,Human Resources,2832,286,38,56
6/20/2011,730.7,777,6682.11,cash,53 Ruskin Trail,Orós,,Brazil,63520-000,Home,Accounting,2833,68,44,49
5/12/2007,449.46,747,4810.98,credit card,2 Prairieview Plaza,Yidu,,China,,Food - Cereal,Marketing,2834,479,54,92
4/13/2010,480.87,479,4862.86,cash,960 Sauthoff Hill,São Lourenço,,Brazil,37470-000,Food - Fresh Produce,Engineering,2835,123,43,38
4/22/2019,95.91,759,6190.92,cash,82256 Amoth Terrace,Ciparay,,Indonesia,,Toys,Accounting,2836,336,39,51
12/27/2000,542.07,8,9155.13,cash,7 Pepper Wood Park,Japeri,,Brazil,26400-000,Food - Produce,Services,2837,827,6,90
9/3/2024,188.17,296,8655.71,debit card,871 Ronald Regan Alley,Budapest,BU,Hungary,1122,Food - Frozen Meals,Sales,2838,460,35,28
12/9/2012,402.15,245,9128.88,cash,55 Oriole Trail,Binabaan,,Philippines,5034,Food - Condiments,Human Resources,2839,553,76,81
5/19/2009,136.54,413,7626.12,cash,42833 Spohn Terrace,Shalinskoye,,Russia,663510,Food - Dairy Alternatives,Legal,2840,557,49,23
6/13/2025,320.03,31,9940.58,PayPal,5514 Westerfield Point,Kavadarci,,Macedonia,1430,Outdoor,Research and Development,2841,531,79,70
6/10/2024,660.59,855,9476.42,cash,7 Lyons Place,Ros’,,Belarus,,Food - Prepared Foods,Engineering,2842,932,97,65
12/2/2021,830.89,709,1066.29,cash,32229 Mitchell Park,Tbêng Méanchey,,Cambodia,,Food - Snacks,Legal,2843,996,100,95
1/20/2007,511.54,760,5845.36,cash,945 Mcbride Way,Yayao,,China,,Food - Canned Goods,Legal,2844,379,90,74
10/4/2015,755.12,195,5025.77,PayPal,9 Badeau Center,Cumba,,Peru,,Pets,Product Management,2845,196,39,81
4/23/2007,428.67,316,7155.86,cash,392 Hansons Crossing,Ādīs Zemen,,Ethiopia,,Pets,Research and Development,2846,833,21,95
9/15/2011,406.46,262,7079.39,cash,678 Mandrake Drive,Banqiao,,China,,Food - Grocery,Engineering,2847,673,39,5
3/27/2013,14.78,153,8042.49,cash,78393 Mandrake Way,Skuratovskiy,,Russia,301070,Kitchen,Human Resources,2848,761,76,2
10/2/2022,299.9,769,9004.5,credit card,14 Warrior Road,Brochów,,Poland,05-088,Food - Beverages,Marketing,2849,965,5,59
1/2/2014,452.24,5,406.65,PayPal,00 Basil Crossing,Bañga,,Philippines,5201,Home,Training,2850,977,10,7
11/27/2008,806.5,161,5862.22,PayPal,266 New Castle Trail,Pombal,03,Portugal,4850-304,Kitchen,Business Development,2851,835,82,45
11/10/2018,92.76,867,6083.04,debit card,495 Westend Parkway,Nuuk,,Greenland,3900,Food - Grains,Product Management,2852,859,47,45
3/7/2012,540.49,173,3344.38,debit card,49 Hoepker Drive,Amucao,,Philippines,8004,Food,Accounting,2853,757,5,28
7/6/2006,728.24,93,643.51,cash,34751 Transport Place,Edissiya,,Russia,357870,Food - Breakfast,Training,2854,205,99,86
8/18/2004,47.12,156,9820.62,debit card,9745 Kingsford Road,Belo Horizonte,,Brazil,30000-000,Food - Grains,Legal,2855,761,72,56
5/14/2004,273.62,347,9595.88,PayPal,0967 Blue Bill Park Circle,Vanino,,Russia,682860,Electronics,Product Management,2856,885,32,60
7/20/2008,823.44,329,121.7,cash,629 Harper Street,Bŭstonqal’a,,Tajikistan,,Food - Snacks,Human Resources,2857,913,47,9
7/26/2001,331.9,556,3545.76,credit card,8999 Carioca Street,Brest,A2,France,29213 CEDEX 1,Food - Condiments,Human Resources,2858,525,95,39
5/2/2000,603.54,382,7620.62,cash,461 Ryan Hill,Biru,,China,,Electronics,Human Resources,2859,790,51,92
3/23/2019,386.66,100,6355.09,PayPal,66889 Mesta Parkway,Yangsa,,South Korea,,Food - Pasta,Accounting,2860,609,71,94
11/20/2018,813.19,870,418.04,credit card,2071 Monterey Trail,Piquete,,Brazil,12620-000,Outdoor,Product Management,2861,558,4,77
5/16/2005,911.56,75,7462.36,PayPal,78 Roth Hill,Nangakeo,,Indonesia,,Clothing - Footwear,Human Resources,2862,979,2,41
5/2/2017,297.84,220,1072.97,PayPal,7582 Westerfield Circle,Saginaw,MI,United States,48604,Pets,Human Resources,2863,848,51,82
5/24/2023,829.41,713,4041.01,cash,4 Nelson Center,Sanqishi,,China,,Food - Condiments,Product Management,2864,727,29,62
7/28/2002,893.95,437,4433.95,PayPal,56 Macpherson Way,Ludvika,W,Sweden,771 31,Food - Beverages,Marketing,2865,653,52,43
5/26/2001,170.03,887,7031.76,credit card,948 Lerdahl Alley,Benešov,,Czech Republic,679 53,Outdoor,Human Resources,2866,356,34,85
2/19/2023,708.69,752,3559.25,PayPal,7 Lawn Place,Oklahoma City,OK,United States,73190,Home,Support,2867,114,1,10
2/20/2007,135.24,757,970.47,cash,6891 Green Ridge Alley,La Loma,MIC,Mexico,61663,Kitchen,Services,2868,368,1,68
10/30/2009,600.1,535,3758.13,credit card,39816 Summit Alley,Pagelaran,,Indonesia,,Food - Dairy,Services,2869,794,64,74
8/6/2007,352.42,847,2032.1,debit card,92 Weeping Birch Junction,San Rafael,,Philippines,5039,Food - Beverages,Product Management,2870,536,63,27
3/24/2024,702.1,748,8695.32,cash,7 Brickson Park Avenue,Klyetsk,,Belarus,,Food - Canned Goods,Marketing,2871,299,44,8
9/9/2015,246.75,356,1711.67,PayPal,2904 Autumn Leaf Crossing,Dallas,TX,United States,75216,Clothing - Sweaters,Business Development,2872,154,29,14
3/8/2020,65.27,22,7824.84,credit card,596 Springs Junction,Somdet,,Thailand,46150,Food - Condiments,Sales,2873,347,10,17
6/7/2020,232.54,904,9356.44,PayPal,4 Londonderry Alley,Tuti,,Peru,,Food - Condiments,Research and Development,2874,803,97,60
1/31/2007,173.74,366,898.71,PayPal,21184 Carey Junction,Souto,18,Portugal,4690-580,Food - Frozen Meals,Legal,2875,357,94,74
7/26/2014,401.4,970,6005.06,PayPal,6 Westend Way,Yaozhuang,,China,,Food - Breakfast,Sales,2876,176,61,71
10/1/2007,75.53,918,6967.12,credit card,71 Havey Terrace,Tiguion,,Philippines,2714,Food - Condiments,Research and Development,2877,451,97,66
